ref,seq,class,proline count,arginine count,lysine count,r/k ratio,aliphatic percent sum,aromaticity,flexibility sum,flexibility_avg,gravy
GCF,20025,WP_012411248.1|HK|Hybrid,72,70,50,1.4,0.3366718,0.07550077,1287.99552,0.99922073,-0.1873652
GCF,20025,WP_012411211.1|RR|YesN,14,17,14,1.21428571,0.31141869,0.08304498,279.800702,0.99928822,-0.315917
GCF,20025,WP_012411081.1|HK|Classic,59,56,47,1.19148936,0.31941924,0.08711434,1091.20938,0.99836174,-0.2551724
GCF,20025,WP_012411138.1|HK|Classic,25,19,32,0.59375,0.33609959,0.07261411,472.811821,0.99960216,-0.0896266
GCF,20025,WP_012411077.1|RR|CheY,7,3,10,0.3,0.375,0.0546875,119.033393,1.00028061,0.05
GCF,20025,WP_012411058.1|HK|Hybrid,37,36,48,0.75,0.31300813,0.07181572,732.13781,1.00430427,-0.2979675
GCF,20025,WP_012411055.1|HK|Classic,36,25,36,0.69444444,0.34762634,0.05513017,644.540929,1.00083995,-0.1053599
GCF,20025,WP_012411054.1|HK|Hybrid,71,55,57,0.96491228,0.32146037,0.07034728,1114.91598,1.00082224,-0.2594835
GCF,20025,WP_012410830.1|RR|VieA,17,13,23,0.56521739,0.34975369,0.07635468,395.915202,0.99726751,0.091133
GCF,20025,WP_012410789.1|RR|CheY,4,2,7,0.28571429,0.33834586,0.05263158,123.433476,0.99543126,-0.0421053
GCF,20025,WP_012410775.1|RR|CheY,9,7,4,1.75,0.37313433,0.05970149,124.726071,0.99780857,0.11716418
GCF,20025,WP_012410764.1|RR|unclassified,15,11,16,0.6875,0.35534591,0.05660377,308.616881,0.99876013,-0.0789308
GCF,20025,WP_012410557.1|HK|Classic,23,27,12,2.25,0.32574032,0.07744875,428.885107,0.99740723,-0.2150342
GCF,20025,WP_012410556.1|RR|OmpR,16,22,9,2.44444444,0.308,0.08,240.804131,0.99918727,-0.2288
GCF,20025,WP_012410553.1|HK|Hybrid,74,68,45,1.51111111,0.30950226,0.07692308,1096.95411,1.00087054,-0.3283258
GCF,20025,WP_012410510.1|RR|OmpR,12,15,13,1.15384615,0.33054393,0.08368201,229.294714,0.99693354,-0.0991632
GCF,20025,WP_012410505.1|RR|OmpR,14,20,8,2.5,0.34649123,0.06578947,218.154738,0.99614036,-0.1039474
GCF,20025,WP_012410476.1|HK|Hybrid,36,21,32,0.65625,0.36445242,0.06104129,547.140202,0.99843103,0.06804309
GCF,20025,WP_012410430.1|HK|Classic,97,50,107,0.46728972,0.34919757,0.08411732,1793.38327,0.9974323,-0.028777
GCF,20025,WP_012410374.1|HK|Classic,28,22,19,1.15789474,0.34821429,0.04464286,440.099321,1.00250415,-0.19375
GCF,20025,WP_012410308.1|RR|CheY,4,7,11,0.63636364,0.32142857,0.1,130.697048,0.99768739,-0.0535714
GCF,20025,WP_012410321.1|RR|PleD,25,22,30,0.73333333,0.33957845,0.08196721,417.950667,0.99988198,-0.1388759
GCF,20025,WP_012410259.1|RR|OmpR,14,24,6,4,0.31906615,0.07392996,247.216869,0.99684221,-0.3155642
GCF,20025,WP_012410192.1|HK|Classic,23,19,25,0.76,0.33114035,0.05701754,447.404083,1.00090399,-0.1910088
GCF,20025,WP_012410185.1|HK|Classic,93,54,115,0.46956522,0.33618386,0.09139498,1859.588,0.99870462,-0.097969
GCF,20025,WP_012410190.1|HK|Classic,16,15,27,0.55555556,0.29885057,0.06034483,340.981702,1.00584573,-0.4132184
GCF,20025,WP_012410184.1|RR|CheY,11,5,22,0.22727273,0.3640553,0.05069124,208.817202,1.00392886,0.06313364
GCF,20025,WP_012410171.1|HK|Classic,31,21,30,0.7,0.34782609,0.07190635,587.387571,0.99726243,-0.0816054
GCF,20025,WP_012410180.1|HK|Hybrid,28,22,27,0.81481481,0.3546798,0.05747126,599.807619,0.99967937,-0.0912972
GCF,20025,WP_012410152.1|HK|Classic,34,49,33,1.48484848,0.336,0.072,740.376417,0.99915846,-0.2212
GCF,20025,WP_012410149.1|RR|OmpR,13,17,9,1.88888889,0.35555556,0.06222222,215.131083,0.99597724,-0.1168889
GCF,20025,WP_012410140.1|HK|Hybrid,53,37,42,0.88095238,0.34738041,0.06492027,866.732798,0.99739102,-0.0899772
GCF,20025,WP_012410094.1|RR|RsbU,19,14,19,0.73684211,0.32804233,0.10846561,367.340262,0.99550206,0.01031746
GCF,20025,WP_012410134.1|HK|Classic,104,84,93,0.90322581,0.33701657,0.08186841,1976.29479,0.99712149,-0.1463586
GCF,20025,WP_012410135.1|HK|Classic,35,27,34,0.79411765,0.34123223,0.0600316,623.545905,0.99927228,-0.1056872
GCF,20025,WP_012410077.1|HK|Classic,39,34,25,1.36,0.34876543,0.07561728,636.604345,0.99625093,0.01126543
GCF,20025,WP_012410052.1|HK|Hybrid,98,101,81,1.24691358,0.3342161,0.07997881,1876.52656,0.99868364,-0.1989936
GCF,20025,WP_012410039.1|RR|PleD_VieA,41,38,39,0.97435897,0.35194175,0.07402913,812.50294,0.99693612,-0.0027913
GCF,20025,WP_012410038.1|HK|Hybrid,16,13,20,0.65,0.37681159,0.07826087,335.170095,0.99753005,0.06753623
GCF,20025,WP_012410037.1|RR|CheY,7,9,8,1.125,0.35915493,0.07042254,133.017155,1.00012898,-0.0816901
GCF,20025,WP_012410036.1|HK|Classic,26,37,29,1.27586207,0.33199195,0.06237425,489.105357,1.00226508,-0.3746479
GCF,20025,WP_012410020.1|RR|OmpR,13,19,7,2.71428571,0.34008097,0.06072874,237.463548,0.997746,-0.1777328
GCF,20025,WP_012409959.1|HK|Hybrid,58,62,37,1.67567568,0.35803657,0.07892204,1026.17285,0.99628432,-0.0767084
GCF,20025,WP_012409949.1|HK|Classic,28,20,38,0.52631579,0.2848723,0.0805501,501.188179,1.00237636,-0.4544204
GCF,20025,WP_012409940.1|HK|Hybrid,89,106,53,2,0.31449468,0.07779255,1494.48119,0.99965297,-0.3772606
GCF,20025,WP_012409934.1|RR|CheY,6,9,5,1.8,0.32075472,0.09433962,149.728845,0.9981923,-0.1446541
GCF,20025,WP_012409933.1|HK|Classic,104,91,91,1,0.35265465,0.08329274,2037.11342,0.99663083,-0.0974671
GCF,20025,WP_012409932.1|RR|PleD_VieA,36,40,34,1.17647059,0.34861111,0.075,709.275881,0.99757508,-0.1373611
GCF,20025,WP_012409921.1|HK|Hybrid,99,76,61,1.24590164,0.34993179,0.07571623,1452.55204,0.99694718,0.00675307
GCF,20025,WP_012409699.1|HK|Classic,22,17,44,0.38636364,0.33520599,0.08988764,524.607429,0.99925224,-0.1610487
GCF,20025,WP_012409918.1|HK|Hybrid,43,46,30,1.53333333,0.34356725,0.05701754,675.521679,1.00077286,-0.1402047
GCF,20025,WP_012409684.1|HK|Classic,52,51,52,0.98076923,0.30421982,0.0814524,1011.05846,1.00104798,-0.3442591
GCF,20025,WP_012409667.1|RR|OmpR,16,18,11,1.63636364,0.33603239,0.05668016,237.326893,0.99717182,-0.0939271
GCF,20025,WP_012409629.1|RR|YesN,15,19,16,1.1875,0.28676471,0.11029412,262.39619,0.99770415,-0.3033088
GCF,20025,WP_012409557.1|RR|CheY,8,5,7,0.71428571,0.36585366,0.03252033,113.798893,0.9982359,0.04390244
GCF,20025,WP_012409556.1|HK|Hybrid,52,42,23,1.82608696,0.37232525,0.06847361,689.824262,0.99685587,0.0403709
GCF,20025,WP_012409553.1|RR|OmpR,29,30,34,0.88235294,0.36538462,0.05448718,614.763488,0.99961543,-0.0262821
GCF,20025,WP_012409534.1|RR|CheY,6,7,7,1,0.344,0.064,115.656524,0.997039,-0.1176
GCF,20025,WP_012409541.1|RR|OmpR,13,19,10,1.9,0.33195021,0.06224066,231.819631,0.99922255,-0.1344398
GCF,20025,WP_012409483.1|RR|CheY,6,3,5,0.6,0.32283465,0.07086614,117.931357,0.99941828,0.06692913
GCF,20025,WP_012409533.1|HK|Classic,35,36,20,1.8,0.33263158,0.06315789,465.481095,0.99888647,-0.1656842
GCF,20025,WP_012409482.1|RR|OmpR,42,41,21,1.95238095,0.34929577,0.05211268,700.333167,0.99904874,-0.1178873
GCF,20025,WP_012409431.1|HK|Hybrid,92,89,54,1.64814815,0.32909605,0.08050847,1406.24049,0.99946019,-0.2015537
GCF,20025,WP_012409427.1|HK|Hybrid,56,72,47,1.53191489,0.3234767,0.07706093,1103.21337,0.99657938,-0.2549283
GCF,20025,WP_012409426.1|RR|CheY,9,10,7,1.42857143,0.33333333,0.07272727,156.105095,1.00067369,-0.2509091
GCF,20025,WP_012409378.1|HK|Classic,62,58,46,1.26086957,0.31792453,0.09056604,1047.39821,0.99657299,-0.2473585
GCF,20025,WP_012409425.1|HK|Hybrid,38,29,41,0.70731707,0.33704293,0.06200318,620.275202,1.00044387,-0.1887122
GCF,20025,WP_012409214.1|HK|Classic,94,72,84,0.85714286,0.33690412,0.08516336,1852.3817,0.99697616,-0.1130155
GCF,20025,WP_012409220.1|HK|Hybrid,161,108,122,0.8852459,0.35122839,0.04094631,2194.87752,1.00268503,-0.1284349
GCF,20025,WP_012409040.1|HK|Classic,33,29,23,1.26086957,0.32641509,0.0509434,521.497786,1.00095544,-0.1941509
GCF,20025,WP_012409054.1|RR|CheY,6,9,6,1.5,0.36764706,0.07352941,126.662095,0.99733933,0.09191176
GCF,20025,WP_012408976.1|HK|Classic,20,28,16,1.75,0.35391924,0.08788599,408.747667,0.99210599,0.16009501
GCF,20025,WP_012408967.1|HK|Classic,42,51,55,0.92727273,0.32974138,0.08297414,918.889345,0.99987959,-0.1950431
GCF,20025,WP_012408936.1|HK|Hybrid,58,66,59,1.11864407,0.33443435,0.05367465,1205.84546,1.00319922,-0.2585467
GCF,20025,WP_012408930.1|HK|Classic,86,50,112,0.44642857,0.34719101,0.08483146,1767.16636,0.99783532,-0.0655056
GCF,20025,WP_012408926.1|RR|PleD,14,23,17,1.35294118,0.32608696,0.06832298,312.677595,0.99896995,-0.3189441
GCF,20025,WP_012408925.1|HK|Unorthodox,66,84,69,1.2173913,0.3406985,0.06058446,1392.08819,0.99862854,-0.1573058
GCF,20025,WP_012408909.1|HK|Hybrid,84,88,35,2.51428571,0.3389694,0.06360709,1232.4851,0.9995824,-0.1269726
GCF,20025,WP_012408858.1|HK|Classic,90,58,92,0.63043478,0.33870072,0.08328706,1786.94651,0.99717997,-0.0986119
GCF,20025,WP_012408857.1|HK|Hybrid,26,16,23,0.69565217,0.32936508,0.06150794,494.12975,0.99824192,-0.0974206
GCF,20025,WP_012408850.1|HK|Hybrid,49,42,32,1.3125,0.33108108,0.0527027,733.341095,1.00320259,-0.2044595
GCF,20025,WP_012408849.1|HK|Hybrid,44,34,23,1.47826087,0.35768645,0.0608828,646.886774,0.99828206,-0.0576865
GCF,20025,WP_012408770.1|HK|CheA,56,45,31,1.4516129,0.33301344,0.05278311,1034.05304,1.0010194,-0.2209213
GCF,20025,WP_012408766.1|RR|unclassified,24,23,27,0.85185185,0.34311512,0.05869074,434.35694,1.00082244,-0.1054176
GCF,20025,WP_012408767.1|RR|CheY,9,6,11,0.54545455,0.275,0.06666667,111.794345,1.00715626,-0.3775
GCF,20025,WP_012408672.1|HK|Hybrid,69,80,26,3.07692308,0.31759259,0.07777778,1071.67101,1.00062653,-0.3141667
GCF,20025,WP_012408571.1|RR|OmpR,9,17,7,2.42857143,0.38839286,0.07589286,213.453321,0.99280615,-0.0022321
GCF,20025,WP_012408565.1|HK|Classic,22,12,26,0.46153846,0.30748663,0.09625668,364.609131,0.99892913,-0.1278075
GCF,20025,WP_012408541.1|HK|Hybrid,36,35,31,1.12903226,0.34642356,0.08695652,701.41569,0.99632911,-0.0617111
GCF,20025,WP_012408479.1|HK|Hybrid,23,23,13,1.76923077,0.33962264,0.0458221,361.813333,0.99948435,-0.206469
GCF,20025,WP_012408480.1|RR|NarL,15,10,15,0.66666667,0.34051724,0.04310345,223.73731,1.00330632,-0.1612069
GCF,20025,WP_012408478.1|HK|Hybrid,58,63,54,1.16666667,0.33424408,0.07377049,1087.2597,0.99840193,-0.1724954
GCF,20025,WP_012408459.1|RR|OmpR,15,19,8,2.375,0.34016393,0.09016393,233.40481,0.99321196,-0.1159836
GCF,20025,WP_012408456.1|RR|NarL,11,11,9,1.22222222,0.37674419,0.05116279,205.892583,0.99947856,0.05023256
GCF,20025,WP_012408458.1|HK|Classic,28,22,23,0.95652174,0.345898,0.08203991,439.671369,0.9947316,-0.0474501
GCF,20025,WP_012408446.1|HK|Classic,108,82,97,0.84536082,0.35801887,0.08254717,2102.81763,0.99612394,-0.0227358
GCF,20025,WP_012408440.1|HK|Hybrid,31,34,26,1.30769231,0.35798319,0.05882353,585.938619,0.99989525,-0.1247059
GCF,20025,WP_012408438.1|RR|CheY,9,4,8,0.5,0.37226277,0.05839416,127.31281,0.99463132,0.1
GCF,20025,WP_012408439.1|HK|Classic,35,41,22,1.86363636,0.3286119,0.05949008,697.20744,1.00029762,-0.2995751
GCF,20025,WP_012408377.1|RR|OmpR,12,22,8,2.75,0.3539823,0.07079646,216.517417,0.99777611,-0.1969027
GCF,20025,WP_012408437.1|RR|CheY,5,6,8,0.75,0.32592593,0.0962963,125.375786,0.99504592,-0.1459259
GCF,20025,WP_012408374.1|HK|Unorthodox,77,77,83,0.92771084,0.34188582,0.0679923,1548.86535,0.99926796,-0.1552277
GCF,20025,WP_012408372.1|RR|RsbU,23,17,18,0.94444444,0.33838384,0.08080808,386.395702,0.99843851,-0.104798
GCF,20025,WP_012408368.1|RR|CheY,6,5,15,0.33333333,0.37254902,0.05882353,144.468726,1.00325504,-0.0810458
GCF,20025,WP_012408335.1|RR|NarL,13,12,20,0.6,0.31355932,0.06355932,227.335262,1.00147692,-0.3394068
GCF,20025,WP_012408304.1|HK|Hybrid,26,17,23,0.73913043,0.34441805,0.04988124,412.890607,1.00216167,-0.0973872
GCF,20025,WP_012408300.1|HK|Classic,55,55,54,1.01851852,0.33109405,0.08349328,1032.74582,0.99975394,-0.2444338
GCF,20025,WP_012408257.1|HK|Classic,33,27,26,1.03846154,0.32436975,0.06386555,586.007536,1.00001286,-0.1485714
GCF,20025,WP_012408175.1|RR|NarL,15,11,15,0.73333333,0.37083333,0.03333333,231.297536,1.00128803,-0.1025
GCF,20025,WP_012408224.1|RR|NarL,12,14,11,1.27272727,0.33333333,0.06493506,222.600512,1.00270501,-0.2627706
GCF,20025,WP_012408172.1|HK|Hybrid,22,26,18,1.44444444,0.32085561,0.05080214,365.484381,1.00132707,-0.2061497
GCF,20025,WP_012408173.1|HK|Hybrid,26,27,25,1.08,0.33783784,0.05855856,435.274762,1.00063164,-0.1454955
GCF,20025,WP_012408167.1|HK|Classic,21,24,28,0.85714286,0.34800839,0.06708595,466.991643,0.99784539,-0.0218029
GCF,20025,WP_012408171.1|RR|CheY,6,6,7,0.85714286,0.35761589,0.07284768,141.459286,0.99619215,0.09735099
GCF,20025,WP_012408160.1|HK|Classic,25,16,22,0.72727273,0.33649289,0.07109005,411.384238,0.99608774,-0.021327
GCF,20025,WP_012408063.1|HK|Classic,15,25,15,1.66666667,0.36111111,0.05808081,385.510226,0.99615046,-0.0462121
GCF,20025,WP_012408020.1|RR|YesN,13,13,19,0.68421053,0.31095406,0.08833922,273.68794,0.9988611,-0.2681979
GCF,20025,WP_012408019.1|HK|Classic,31,36,42,0.85714286,0.30045524,0.08497724,650.614464,1.00094533,-0.253566
GCF,20025,WP_012407981.1|HK|Classic,42,23,43,0.53488372,0.36107193,0.04090268,700.549071,1.00078439,-0.0091678
GCF,20025,WP_012407957.1|HK|Hybrid,27,16,24,0.66666667,0.32,0.05684211,466.099012,1.00021247,-0.1463158
GCF,20025,WP_012407956.1|HK|Hybrid,50,40,57,0.70175439,0.33443344,0.05940594,902.465786,1.00273976,-0.189769
GCF,20025,WP_012407931.1|HK|Hybrid,34,24,29,0.82758621,0.33566434,0.06293706,562.070964,0.99834985,-0.0896853
GCF,20025,WP_012407930.1|RR|CheY,7,7,12,0.58333333,0.29299363,0.06369427,148.628226,1.00424477,-0.3840764
GCF,20025,WP_012407929.1|HK|Classic,43,33,34,0.97058824,0.33548387,0.08387097,764.00256,0.99739238,-0.0882581
GCF,20025,WP_012407857.1|HK|Classic,20,12,23,0.52173913,0.29758713,0.09651475,363.668405,0.99908902,-0.2659517
GCF,20025,WP_012407856.1|RR|NarL,9,10,14,0.71428571,0.37168142,0.0840708,215.737869,0.99418373,0.07522124
GCF,20025,WP_012407832.1|RR|CheY,5,4,10,0.4,0.325,0.06666667,111.034976,1.0003151,-0.0741667
GCF,20025,WP_012407831.1|RR|unclassified,13,23,25,0.92,0.32104121,0.06941432,451.879119,0.99973256,-0.1969631
GCF,20025,WP_012407769.1|HK|Classic,22,23,16,1.4375,0.34955752,0.07522124,441.539631,0.99670346,0.01106195
GCF,20025,WP_012407765.1|HK|Classic,31,27,37,0.72972973,0.33449477,0.05574913,566.441131,1.00255067,-0.1996516
GCF,20025,WP_012407753.1|HK|Classic,32,41,21,1.95238095,0.33674963,0.06734993,673.21306,0.99883243,-0.166325
GCF,20025,WP_012407710.1|HK|Hybrid,20,24,15,1.6,0.34340659,0.0467033,355.046155,1.00013001,-0.1137363
GCF,20025,WP_012407709.1|RR|NarL,15,15,11,1.36363636,0.37656904,0.041841,229.640179,0.99843556,-0.0351464
GCF,20025,WP_012407665.1|RR|RpfG,26,24,21,1.14285714,0.30806846,0.06845966,400.325548,1.00081387,-0.2757946
GCF,20025,WP_012407655.1|HK|Hybrid,61,71,41,1.73170732,0.34239592,0.05947324,1166.79975,0.99897239,-0.1591334
GCF,20025,WP_012407599.1|HK|Hybrid,25,24,14,1.71428571,0.3298153,0.05013193,369.830167,0.99954099,-0.0862797
GCF,20025,WP_012407592.1|RR|NarL,11,14,13,1.07692308,0.30222222,0.05777778,217.0565,1.0048912,-0.4293333
GCF,20025,WP_012407485.1|RR|CheY,8,5,6,0.83333333,0.40298507,0.05970149,124.605393,0.99684314,0.17835821
GCF,20025,WP_012407389.1|HK|Classic,45,37,42,0.88095238,0.34764543,0.06509695,711.826988,0.99835482,-0.148892
GCF,20025,WP_012407375.1|RR|CheY,49,33,19,1.73684211,0.35740072,0.07942238,543.730524,0.99767069,-0.0046931
GCF,20025,WP_012407353.1|HK|Classic,33,24,36,0.66666667,0.34042553,0.05851064,556.313869,1.00236733,-0.2051418
GCF,20025,WP_012407374.1|HK|Classic,35,35,18,1.94444444,0.2991453,0.06837607,458.49694,0.99890401,-0.3042735
GCF,20025,WP_012407352.1|PP|HisKa,20,24,22,1.09090909,0.33266932,0.05976096,492.735143,0.99946276,-0.1055777
GCF,20025,WP_012407286.1|RR|NarL,12,10,8,1.25,0.42666667,0.02222222,215.540619,0.99787324,0.17866667
GCF,20025,WP_012407255.1|RR|NarL,12,15,7,2.14285714,0.31718062,0.05726872,217.606738,0.99819605,-0.2114537
GCF,20025,WP_012407259.1|HK|Classic,28,29,17,1.70588235,0.32882012,0.05996132,507.377012,0.99877365,-0.1642166
GCF,20025,WP_012407207.1|HK|Classic,46,32,37,0.86486486,0.30684932,0.08356164,720.442238,0.99922641,-0.2131507
GCF,20025,WP_012407163.1|HK|Hybrid,68,63,55,1.14545455,0.32846715,0.06812652,1222.05233,0.99840877,-0.1279805
GCF,20025,WP_012407151.1|HK|Classic,101,58,97,0.59793814,0.35084839,0.07772304,1813.49525,0.99752214,-0.0610837
GCF,20025,WP_012407115.1|RR|NarL,16,13,10,1.3,0.41964286,0.03125,214.768786,0.99892458,0.12276786
GCF,20025,WP_012407057.1|RR|CheB,24,14,19,0.73684211,0.36723164,0.05367232,343.797607,0.9965148,0.13531073
GCF,20025,WP_012407114.1|HK|Classic,30,23,8,2.875,0.34604905,0.08446866,355.526214,0.99308998,0.03978202
GCF,20025,WP_012406854.1|HK|Hybrid,22,22,17,1.29411765,0.37209302,0.05167959,377.234107,0.99797383,0.03281654
GCF,20025,WP_012406852.1|HK|Classic,41,40,38,1.05263158,0.31901042,0.08723958,757.995131,0.99867606,-0.2138021
GCF,20025,WP_012406853.1|RR|CheY,4,7,11,0.63636364,0.33783784,0.06756757,139.218726,1.00157357,-0.2608108
GCF,20025,WP_041565535.1|RR|OmpR,13,18,12,1.5,0.35983264,0.07531381,229.35225,0.9971837,-0.174477
GCF,20025,WP_041565677.1|HK|Hybrid,55,52,49,1.06122449,0.32264957,0.07478632,928.172821,1.00126518,-0.2635684
GCF,20025,WP_041565796.1|HK|Classic,60,32,37,0.86486486,0.38354701,0.10042735,916.113631,0.98825634,0.39284188
GCF,20025,WP_041565995.1|HK|Hybrid,36,24,37,0.64864865,0.32802548,0.0955414,617.900357,0.99822352,-0.0732484
GCF,20025,WP_041566022.1|HK|Classic,18,23,13,1.76923077,0.39162562,0.06896552,392.551024,0.98879351,0.38103448
GCF,20025,WP_041566111.1|RR|NarL,14,14,11,1.27272727,0.35885167,0.0430622,199.797048,0.99898524,-0.1291866
GCF,20025,WP_041566113.1|RR|NarL,13,10,11,0.90909091,0.36363636,0.05454545,211.131548,1.00062345,-0.085
GCF,20025,WP_041566144.1|HK|Classic,24,26,39,0.66666667,0.32838039,0.0564636,664.214048,1.00032236,-0.2148588
GCF,20025,WP_041566152.1|HK|Hybrid,52,59,49,1.20408163,0.34225092,0.05258303,1074.19075,0.99924721,-0.1660517
GCF,20025,WP_041566288.1|HK|Classic,25,19,22,0.86363636,0.33333333,0.07051282,458.05756,0.99794675,-0.0735043
GCF,20025,WP_041566298.1|HK|Hybrid,25,17,22,0.77272727,0.3287037,0.06018519,423.478988,1.00113236,-0.1631944
GCF,20025,WP_041566390.1|RR|CheY,7,3,11,0.27272727,0.344,0.048,116.560571,1.00483251,-0.0768
GCF,20025,WP_041566518.1|HK|Classic,46,43,43,1,0.32590856,0.05861665,844.288238,1.00034151,-0.196483
GCF,20025,WP_052304693.1|HK|Classic,25,19,19,1,0.34588235,0.06823529,414.91881,0.99740098,0.02541176
GCF,20025,WP_148220465.1|HK|Classic,29,36,17,2.11764706,0.35628227,0.10843373,566.348869,0.9901204,0.1373494
GCF,20025,WP_167315709.1|HK|Hybrid,46,41,41,1,0.32487923,0.06521739,819.289083,1.00035297,-0.1841787
GCF,20025,WP_202947547.1|HK|CheA,40,55,25,2.2,0.3557047,0.04966443,734.985048,0.99862099,-0.0633557
GCF,20025,WP_234710938.1|RR|CheY,3,4,5,0.8,0.40322581,0.06451613,52.8142738,0.99649573,0.23387097
GCF,20025,WP_234710944.1|HK|Hybrid,57,53,32,1.65625,0.37633262,0.06289979,927.329393,0.99820171,-0.0222814
GCF,20025,WP_234711053.1|HK|Classic,45,55,44,1.25,0.29633508,0.08272251,944.863226,0.99879834,-0.2964398
GCF,20025,WP_234711071.1|RR|YesN,12,17,16,1.0625,0.29182879,0.08560311,248.471786,1.00190236,-0.4058366
GCF,20025,WP_234711124.1|HK|Hybrid,48,43,33,1.3030303,0.33748271,0.06915629,714.535762,1.00075037,-0.2037344
GCF,20025,WP_234711140.1|HK|Classic,23,16,25,0.64,0.34647887,0.07323944,345.032107,0.99720262,0.02450704
GCF,20025,WP_234711142.1|PP|HPt,3,3,5,0.6,0.37333333,0.06666667,66.2319643,1.00351461,-0.152
GCF,20025,WP_234711218.1|HK|Hybrid,75,83,33,2.51515152,0.35436137,0.07320872,1271.32599,0.99711842,-0.1063863
GCF,21805,WP_012594483.1|RR|PleD,19,13,25,0.52,0.3538961,0.06818182,298.923774,0.99974506,-0.0337662
GCF,21805,WP_012594315.1|HK|Classic,29,24,20,1.2,0.33723197,0.06042885,503.126238,0.99826635,-0.0206628
GCF,21805,WP_012594280.1|RR|CheY,5,6,6,1,0.36,0.024,116.369179,1.00318257,-0.14
GCF,21805,WP_012594178.1|RR|PleD_VieA,29,31,40,0.775,0.3237774,0.06745363,585.491964,1.00255473,-0.2401349
GCF,21805,WP_012594177.1|HK|Hybrid,49,38,45,0.84444444,0.32109005,0.08293839,833.817583,0.99858393,-0.2049763
GCF,21805,WP_012594168.1|RR|RpfG,16,16,18,0.88888889,0.34402332,0.06413994,333.839333,0.99951896,-0.1661808
GCF,21805,WP_012594123.1|RR|CheB,27,12,24,0.5,0.34332425,0.05449591,357.407238,0.99834424,0.13160763
GCF,21805,WP_012594122.1|HK|CheA,44,41,46,0.89130435,0.34450867,0.03699422,858.73294,1.00319269,-0.1813873
GCF,21805,WP_012594119.1|RR|unclassified,13,18,28,0.64285714,0.32387707,0.06619385,413.378393,0.99849853,-0.1399527
GCF,21805,WP_012594083.1|RR|unclassified,23,22,14,1.57142857,0.31851852,0.09135802,393.89781,0.99469144,-0.1553086
GCF,21805,WP_012594082.1|RR|CheY,9,6,12,0.5,0.33057851,0.07438017,112.510548,1.00455846,-0.0876033
GCF,21805,WP_012593855.1|HK|Classic,30,41,29,1.4137931,0.31693198,0.06367583,682.491417,1.00072055,-0.3285094
GCF,21805,WP_012593849.1|HK|Classic,23,29,17,1.70588235,0.32967033,0.08241758,354.14769,0.99759913,-0.0450549
GCF,21805,WP_012593848.1|RR|OmpR,12,18,12,1.5,0.32478632,0.07264957,224.789679,0.99906524,-0.1982906
GCF,21805,WP_012593803.1|HK|Classic,53,54,65,0.83076923,0.31930467,0.09698079,1081.71848,0.99789527,-0.1848124
GCF,21805,WP_012593802.1|RR|PleD,22,22,26,0.84615385,0.34945055,0.07252747,445.093048,0.99796647,-0.076044
GCF,21805,WP_012593781.1|HK|CheA,54,50,42,1.19047619,0.30691964,0.046875,891.937262,1.00556625,-0.2872768
GCF,21805,WP_012594484.1|HK|Hybrid,64,52,67,0.7761194,0.3285834,0.09220453,1179.74146,0.99640326,-0.1135792
GCF,21805,WP_012594574.1|RR|CheY,6,3,10,0.3,0.33606557,0.05737705,113.465952,1.00412347,-0.1295082
GCF,21805,WP_012594612.1|HK|Hybrid,62,67,59,1.13559322,0.29541284,0.07706422,1084.26746,1.00302263,-0.4140367
GCF,21805,WP_012594642.1|HK|Classic,14,23,25,0.92,0.2915601,0.07161125,383.006917,1.00263591,-0.4930946
GCF,21805,WP_012594647.1|HK|Classic,16,11,24,0.45833333,0.32391304,0.07391304,450.764202,0.99947717,-0.1317391
GCF,21805,WP_012594685.1|HK|Hybrid,92,67,87,0.77011494,0.33206591,0.08681876,1565.46906,0.99774956,-0.0960076
GCF,21805,WP_012594686.1|RR|PleD_VieA,36,32,42,0.76190476,0.33426573,0.08811189,704.555905,0.99795454,-0.167972
GCF,21805,WP_012594696.1|RR|CheY,9,4,10,0.4,0.36567164,0.03731343,125.210131,1.00168105,-0.019403
GCF,21805,WP_012594745.1|HK|Classic,28,28,18,1.55555556,0.33953488,0.06976744,420.015036,0.99766042,-0.1248837
GCF,21805,WP_012594746.1|RR|OmpR,11,15,9,1.66666667,0.34666667,0.07111111,215.202333,0.9963071,-0.1093333
GCF,21805,WP_012594804.1|RR|unclassified,15,12,19,0.63157895,0.31511254,0.08681672,301.244083,0.99749696,-0.1659164
GCF,21805,WP_012594812.1|HK|Hybrid,18,12,30,0.4,0.32887701,0.0855615,365.12594,1.00034504,-0.2451872
GCF,21805,WP_012594813.1|HK|Hybrid,41,40,65,0.61538462,0.30938124,0.07884232,993.278643,1.00028061,-0.2359281
GCF,21805,WP_012594824.1|HK|Hybrid,20,18,23,0.7826087,0.3470437,0.05141388,380.555107,1.00146081,-0.2236504
GCF,21805,WP_012594870.1|RR|OmpR,11,15,10,1.5,0.33333333,0.092827,227.321369,0.99702355,-0.2616034
GCF,21805,WP_012594871.1|HK|Classic,34,25,10,2.5,0.34537246,0.07223476,431.016298,0.99312511,0.06839729
GCF,21805,WP_012594905.1|RR|NarL,9,12,12,1,0.31481481,0.0462963,207.828845,1.00400408,-0.3550926
GCF,21805,WP_012594911.1|HK|Classic,21,16,25,0.64,0.32579186,0.06108597,432.550571,0.99896206,-0.1445701
